longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,MedianPrice
-117.32,34.06,46,476,102.0,476,91,1.4511,INLAND,73100
-117.11,32.74,25,684,190.0,665,187,2.4524,NEAR OCEAN,90300
-118.26,34.02,38,980,285.0,1308,310,1.5652,<1H OCEAN,123100
-121.2,37.8,24,1698,344.0,927,313,3.5625,INLAND,130800
-121.3,38.59,25,3002,718.0,1660,613,2.1116,INLAND,89600
-121.52,38.53,31,3089,585.0,1366,561,4.2885,INLAND,160300
-117.52,33.88,21,722,178.0,770,165,2.5656,INLAND,102500
-118.2,34.13,30,3369,824.0,2032,795,4.0052,<1H OCEAN,196400
-118.48,34.03,39,1530,401.0,1074,375,3.5076,<1H OCEAN,381800
-118.06,34.03,36,21,7.0,21,9,2.375,<1H OCEAN,175000
-118.19,34.08,38,1241,298.0,1055,263,2.3409,<1H OCEAN,115500
-122.16,38.07,14,6360,1236.0,2876,1127,4.5321,NEAR BAY,190300
-122.27,37.9,52,2041,270.0,671,253,6.9414,NEAR BAY,417500
-122.07,38.26,15,1173,146.0,450,154,6.0487,INLAND,197700
-117.72,33.99,14,5622,861.0,3108,821,5.7763,INLAND,206700
-122.42,37.72,42,4219,1125.0,3549,993,1.2387,NEAR BAY,212800
-118.2,33.77,42,517,233.0,995,212,2.225,NEAR OCEAN,106300
-117.83,33.83,23,2775,547.0,1226,510,3.6707,<1H OCEAN,231400
-117.13,32.76,22,2623,732.0,1283,718,2.1563,NEAR OCEAN,127100
-117.98,33.76,23,1553,518.0,1988,474,2.1375,<1H OCEAN,150000
-117.99,33.73,17,5239,1045.0,2440,985,4.375,<1H OCEAN,248100
-121.32,38.04,30,249,44.0,167,45,4.5,INLAND,92800
-122.26,37.85,52,3503,752.0,1504,734,3.2705,NEAR BAY,241800
-118.35,34.04,36,1956,601.0,1672,546,1.8685,<1H OCEAN,150700
-121.54,39.5,38,1438,310.0,779,275,1.3289,INLAND,39400
-117.73,33.61,16,590,130.0,178,121,4.8611,<1H OCEAN,186800
-118.87,35.37,14,2458,433.0,1352,411,3.5441,INLAND,87000
-118.06,34.09,36,1239,238.0,717,237,3.244,<1H OCEAN,258100
-120.27,37.12,42,1142,236.0,597,210,1.7279,INLAND,52300
-117.48,33.89,14,10395,1799.0,6295,1855,4.7295,INLAND,149900
-119.02,35.34,35,1650,390.0,1145,343,1.5357,INLAND,56500
-117.92,33.83,52,1514,301.0,855,293,3.6042,<1H OCEAN,166400
-118.08,33.97,38,1026,190.0,789,193,4.2,<1H OCEAN,163200
-118.08,33.76,25,1995,637.0,743,597,1.4617,<1H OCEAN,46900
-117.24,32.8,18,2205,661.0,874,580,3.8018,NEAR OCEAN,112500
-118.48,34.01,30,3078,954.0,1561,901,3.4852,<1H OCEAN,425000
-121.51,38.52,30,3236,588.0,1167,569,4.0972,INLAND,181400
-121.89,37.39,2,1136,365.0,535,257,4.375,<1H OCEAN,425000
-118.85,34.23,13,5094,764.0,2230,737,6.4823,<1H OCEAN,290900
-118.97,35.39,38,2121,433.0,1547,441,2.774,INLAND,59500
-117.26,33.81,22,4249,922.0,2405,846,2.1549,INLAND,146500
-118.17,34.61,7,2465,336.0,978,332,7.1381,INLAND,292200
-120.06,36.72,32,981,237.0,736,249,1.8,INLAND,60400
-121.18,37.64,43,1244,209.0,611,197,2.875,INLAND,187500
-118.42,34.18,30,1323,353.0,856,333,3.3594,<1H OCEAN,202200
-122.48,37.57,34,4648,806.0,2282,814,4.5556,NEAR OCEAN,249000
-118.67,34.16,17,16544,2206.0,6214,2118,9.1228,<1H OCEAN,500001
-118.13,33.78,31,3039,739.0,1199,697,3.7232,NEAR OCEAN,500001
-122.14,38.01,50,1760,341.0,741,316,4.5,NEAR BAY,178300
-118.4,34.19,37,934,231.0,587,230,3.625,<1H OCEAN,181300
-118.43,34.0,28,6128,1963.0,3586,1815,2.7058,<1H OCEAN,310900
-121.85,37.36,15,3148,1116.0,3556,1037,3.0466,<1H OCEAN,159600
-122.41,37.79,52,3598,1011.0,2062,966,2.9871,NEAR BAY,380000
-121.76,37.69,29,3433,711.0,1919,709,3.3841,INLAND,184400
-118.1,33.91,40,513,100.0,399,99,4.875,<1H OCEAN,167600
-118.61,34.22,24,5256,758.0,2474,780,7.3252,<1H OCEAN,333700
-118.41,34.14,33,778,143.0,258,130,5.738,<1H OCEAN,497600
-122.21,38.02,15,2150,327.0,1094,324,6.0224,NEAR BAY,198500
-119.69,36.38,25,1688,302.0,879,277,3.3214,INLAND,103100
-122.43,37.78,24,2037,696.0,1371,585,0.9355,NEAR BAY,112500
-119.19,35.96,25,2014,402.0,1160,362,1.881,INLAND,52500
-122.26,37.86,52,2888,604.0,1253,538,3.3893,NEAR BAY,241700
-122.72,38.44,48,707,166.0,458,172,3.1797,<1H OCEAN,140400
-121.33,38.66,17,2767,584.0,1275,568,2.5909,INLAND,125400
-118.17,33.89,52,63,12.0,47,8,7.2423,<1H OCEAN,350000
-118.26,34.23,38,1107,194.0,518,195,7.5582,<1H OCEAN,263700
-119.17,34.17,25,1596,321.0,1378,308,4.0074,NEAR OCEAN,188000
-118.12,33.82,43,1544,286.0,701,298,4.1375,<1H OCEAN,226000
-122.21,37.47,43,733,162.0,497,175,3.2708,NEAR OCEAN,255300
-118.31,33.95,44,1558,333.0,1095,316,4.0043,<1H OCEAN,133500
-121.02,37.62,30,1721,399.0,1878,382,2.5363,INLAND,83900
-122.66,39.02,16,3715,810.0,943,510,1.7446,INLAND,109400
-118.18,33.82,43,2210,469.0,1042,418,3.5,NEAR OCEAN,216700
-121.19,40.23,10,1572,232.0,247,104,5.8453,INLAND,193800
-117.61,34.13,21,8416,1386.0,4308,1341,4.4611,INLAND,164600
-123.21,39.15,31,2685,675.0,1367,626,1.6571,<1H OCEAN,108900
-116.86,34.23,13,4760,938.0,309,132,5.4618,INLAND,147800
-117.12,32.73,50,2307,424.0,887,356,3.5156,NEAR OCEAN,168800
-117.3,34.07,34,567,143.0,387,138,1.7981,INLAND,73300
-120.8,37.53,29,1162,254.0,726,225,2.1932,INLAND,90600
-118.21,34.08,52,3672,808.0,3062,764,2.6806,<1H OCEAN,153000
-121.03,39.26,49,3739,759.0,1422,606,2.4283,INLAND,143100
-120.43,34.98,21,2725,514.0,1466,488,3.6639,<1H OCEAN,128600
-119.17,34.17,21,2361,464.0,1146,396,3.6597,NEAR OCEAN,195100
-119.2,36.3,19,1427,311.0,1026,293,2.625,INLAND,57000
-119.03,36.06,36,1925,443.0,1405,422,2.162,INLAND,51900
-117.25,33.08,14,7208,1012.0,3097,1014,6.617,NEAR OCEAN,285200
-116.88,33.02,16,3204,541.0,1818,529,5.2596,<1H OCEAN,171500
-118.23,33.93,36,501,123.0,487,118,1.3,<1H OCEAN,87000
-117.19,32.77,16,3273,670.0,1305,671,4.1368,NEAR OCEAN,151000
-117.08,33.12,37,1060,268.0,823,229,1.8363,<1H OCEAN,145500
-121.92,37.31,26,3242,780.0,2100,741,3.1107,<1H OCEAN,247900
-116.45,33.8,9,5534,1206.0,2283,1008,3.6161,INLAND,99100
-121.68,39.11,19,1366,220.0,596,203,4.0625,INLAND,141700
-117.25,34.08,30,2981,605.0,1784,573,2.45,INLAND,85800
-118.26,33.91,39,935,210.0,711,193,2.4375,<1H OCEAN,101900
-121.1,39.08,13,1110,216.0,602,209,2.5887,INLAND,144400
-119.91,37.23,17,2171,389.0,1042,375,3.625,INLAND,94400
-120.59,37.39,16,4717,1119.0,3589,1017,2.1061,INLAND,72800
-117.89,33.87,32,1133,216.0,693,228,3.3594,<1H OCEAN,202100
-118.17,34.09,36,3066,797.0,3097,780,2.5523,<1H OCEAN,156500
-119.69,34.38,39,1383,459.0,677,362,2.25,NEAR OCEAN,281300
-117.82,33.74,25,2720,680.0,1559,631,3.0958,<1H OCEAN,137800
-120.63,38.73,11,4577,836.0,1944,700,4.0675,INLAND,140200
-121.49,38.54,37,1655,393.0,841,355,1.6932,INLAND,78400
-118.28,34.18,50,2195,336.0,878,309,6.884,<1H OCEAN,365600
-117.9,34.01,27,1702,381.0,2091,352,3.7917,<1H OCEAN,131100
-117.25,33.95,5,13096,2208.0,6780,2180,4.2775,INLAND,138700
-117.26,34.17,30,1937,351.0,945,344,3.8906,INLAND,123700
-118.25,33.9,38,1201,223.0,733,206,3.3804,<1H OCEAN,105800
-118.12,34.6,33,2189,497.0,1459,443,2.3958,INLAND,94500
-119.99,36.09,23,333,92.0,198,55,0.4999,INLAND,100000
-118.15,34.21,34,2765,515.0,1422,438,5.4727,INLAND,238900
-118.14,34.15,52,407,160.0,227,148,1.5156,<1H OCEAN,187500
-117.15,33.2,16,2690,459.0,1253,393,4.0328,<1H OCEAN,294600
-121.44,38.56,45,2423,466.0,873,438,3.7167,INLAND,131900
-122.22,37.85,28,5287,1048.0,2031,956,5.457,NEAR BAY,337300
-122.47,37.81,45,6927,1258.0,4715,1165,3.4051,NEAR BAY,500001
-118.38,34.04,35,2237,592.0,1794,543,2.2961,<1H OCEAN,207700
-120.27,38.31,13,3297,662.0,267,97,3.075,INLAND,108300
-119.76,36.8,29,3494,662.0,1781,616,2.5893,INLAND,70900
-118.34,33.91,12,9975,3638.0,7429,3405,2.6689,<1H OCEAN,192300
-120.41,38.33,17,1463,338.0,529,226,3.024,INLAND,100900
-119.68,37.35,13,2307,386.0,925,347,3.1326,INLAND,119800
-118.01,33.97,36,1451,224.0,608,246,6.0648,<1H OCEAN,290800
-118.26,33.94,45,1080,218.0,850,237,2.25,<1H OCEAN,93400
-117.8,33.63,15,3236,451.0,1289,416,11.1121,<1H OCEAN,493000
-121.86,39.76,19,7254,1785.0,4030,1667,2.0094,INLAND,87300
-117.96,34.04,33,1458,268.0,1115,257,4.7955,<1H OCEAN,158100
-117.42,33.35,14,25135,4819.0,35682,4769,2.5729,<1H OCEAN,134400
-122.18,37.8,23,2317,336.0,955,328,6.7527,NEAR BAY,285800
-117.07,32.69,28,1485,275.0,820,283,4.069,NEAR OCEAN,153300
-121.88,37.67,25,2244,301.0,937,324,6.4524,INLAND,296900
-122.45,37.75,36,2303,381.0,862,371,6.0274,NEAR BAY,349000
-120.95,38.69,10,3421,563.0,1689,545,5.2032,INLAND,217100
-118.9,34.2,16,6510,817.0,2304,778,7.9943,<1H OCEAN,452100
-121.9,37.28,34,4613,749.0,2050,725,5.3922,<1H OCEAN,302900
-122.17,37.73,46,2163,470.0,925,435,3.25,NEAR BAY,177500
-122.11,37.41,33,1641,284.0,659,282,6.0884,NEAR BAY,432900
-122.35,37.96,36,2191,531.0,1563,524,2.5164,NEAR BAY,114200
-121.85,37.36,11,2109,592.0,2744,607,4.0452,<1H OCEAN,205900
-121.8,36.94,29,2377,476.0,1669,499,2.8214,<1H OCEAN,190100
-117.07,32.75,9,3464,749.0,1687,645,3.3026,NEAR OCEAN,119100
-121.91,36.6,35,2605,410.0,1110,406,5.5519,NEAR OCEAN,329500
-118.58,34.23,35,1917,314.0,1019,340,4.8929,<1H OCEAN,234900
-117.05,33.13,17,2385,372.0,1118,369,4.2813,<1H OCEAN,169900
-117.9,34.12,33,1555,361.0,1571,386,4.0529,<1H OCEAN,138200
-119.79,36.32,19,3252,614.0,1971,607,3.0667,INLAND,75800
-123.53,38.93,38,1706,355.0,506,211,2.5625,NEAR OCEAN,165600
-117.88,34.11,30,3082,602.0,2008,619,4.1411,<1H OCEAN,182700
-122.3,37.54,39,4292,1097.0,1758,987,2.9405,NEAR OCEAN,340500
-117.7,33.65,16,3388,492.0,1249,463,6.1863,<1H OCEAN,355600
-116.99,34.88,23,6060,1165.0,2920,1072,3.1528,INLAND,69000
-121.04,37.66,11,1658,301.0,913,298,4.1705,INLAND,162800
-122.41,37.8,30,1821,738.0,1648,684,0.8836,NEAR BAY,450000
-117.93,34.01,33,1733,361.0,1757,375,4.2266,<1H OCEAN,153800
-123.34,39.5,15,2342,535.0,1064,433,1.8967,INLAND,96600
-121.37,36.89,21,2471,473.0,1753,451,4.025,INLAND,293800
-117.84,33.82,24,10281,1689.0,4926,1629,4.7946,<1H OCEAN,251200
-118.26,34.18,32,14556,2077.0,5459,2017,8.1657,<1H OCEAN,500001
-117.94,33.65,15,2016,443.0,1015,419,5.2732,<1H OCEAN,209700
-120.66,35.28,46,2054,502.0,1170,494,2.1786,NEAR OCEAN,206300
-122.17,37.72,42,3008,659.0,1817,664,3.371,NEAR BAY,165000
-117.42,33.98,16,10072,2043.0,5913,1909,3.0606,INLAND,119500
-118.0,34.12,42,870,170.0,546,164,4.625,INLAND,173800
-118.3,34.26,42,2186,423.0,1145,439,4.81,<1H OCEAN,191900
-121.51,38.53,36,2603,408.0,966,419,5.3135,INLAND,216600
-117.17,34.03,33,4583,648.0,1760,638,6.3308,INLAND,230600
-117.88,33.9,21,3180,434.0,1413,391,6.5945,<1H OCEAN,277300
-119.75,36.76,29,2077,524.0,1887,489,1.4107,INLAND,59800
-119.65,36.33,52,1257,257.0,624,243,2.3523,INLAND,59100
-121.35,38.28,17,2756,557.0,1986,530,3.2234,INLAND,82000
-118.48,34.22,22,3430,1214.0,3618,1092,2.1974,<1H OCEAN,93800
-118.29,33.95,31,2839,792.0,2390,729,2.0,<1H OCEAN,109800
-118.44,35.13,34,1170,290.0,602,266,1.7917,INLAND,80000
-117.13,32.73,52,1911,415.0,777,412,2.2429,NEAR OCEAN,221100
-119.77,36.79,34,2679,460.0,1141,470,3.2642,INLAND,89600
-118.27,34.05,47,661,359.0,1406,307,1.3169,<1H OCEAN,112500
-122.26,37.84,52,696,191.0,345,174,2.6736,NEAR BAY,191300
-121.91,37.81,7,3477,416.0,1216,395,13.1499,INLAND,500001
-121.97,37.36,36,765,134.0,306,136,4.575,<1H OCEAN,247600
-119.5,36.74,20,1089,208.0,531,212,4.5938,INLAND,106900
-118.31,34.06,31,2827,1084.0,3107,993,2.0278,<1H OCEAN,360000
-117.36,33.6,10,4097,813.0,2082,731,3.2258,<1H OCEAN,159300
-122.15,37.74,43,1383,275.0,853,272,3.5083,NEAR BAY,122000
-122.64,38.23,49,2300,463.0,1061,429,4.075,<1H OCEAN,228800
-122.24,37.77,52,1711,386.0,885,373,3.6417,NEAR BAY,206300
-118.02,34.57,4,10655,1706.0,5391,1529,5.083,INLAND,151300
-117.99,33.76,17,2545,737.0,1468,699,1.9439,<1H OCEAN,177700
-116.38,34.1,6,2104,348.0,841,320,4.1458,INLAND,116300
-121.41,38.62,21,3260,763.0,1735,736,2.5162,INLAND,97500
-122.25,37.77,52,859,157.0,429,158,4.3098,NEAR BAY,197900
-116.58,32.69,19,4085,876.0,2133,718,2.919,INLAND,116500
-123.79,39.5,24,1421,291.0,588,274,2.325,<1H OCEAN,157300
-121.47,38.58,43,3807,952.0,1484,850,2.3266,INLAND,137500
-121.84,37.39,31,5524,914.0,2848,879,5.5592,<1H OCEAN,229900
-117.2,33.58,2,30450,5033.0,9419,3197,4.5936,<1H OCEAN,174300
-121.43,38.52,43,2089,399.0,955,385,2.5898,INLAND,72100
-117.98,33.82,34,1290,220.0,867,241,5.5486,<1H OCEAN,218100
-121.53,38.6,25,5154,1105.0,3196,1073,2.7566,INLAND,80200
-117.57,33.9,7,3797,850.0,2369,720,3.5525,INLAND,137600
-118.13,34.2,46,1271,236.0,573,210,4.9312,INLAND,240200
-118.34,34.06,52,1314,170.0,629,214,7.1669,<1H OCEAN,500001
-117.3,33.05,34,1797,458.0,775,391,3.2308,NEAR OCEAN,331300
-122.04,37.33,26,2690,401.0,1264,429,7.7643,<1H OCEAN,474700
-122.43,37.73,49,1435,322.0,1008,329,4.0,NEAR BAY,264000
-118.87,34.21,26,4439,616.0,1881,592,6.2935,<1H OCEAN,258000
-121.93,37.66,24,3166,424.0,1081,400,8.3337,<1H OCEAN,500001
-118.12,34.16,52,2218,437.0,1211,422,5.0237,<1H OCEAN,241900
-118.42,34.3,29,3334,712.0,2919,718,3.6548,<1H OCEAN,180300
-121.45,38.6,44,2324,413.0,823,375,4.6625,INLAND,158900
-116.89,32.85,15,3560,593.0,1757,574,5.1185,<1H OCEAN,185300
-118.38,33.88,33,1313,244.0,561,217,5.2999,<1H OCEAN,359400
-119.85,36.74,35,1191,190.0,537,182,3.5375,INLAND,96700
-121.92,37.69,13,3742,555.0,1590,559,7.316,<1H OCEAN,285400
-121.22,37.79,5,3107,477.0,1549,443,4.4766,INLAND,169400
-117.14,32.75,29,1961,565.0,1002,569,2.2813,NEAR OCEAN,118100
-118.06,33.97,37,1645,308.0,1077,320,4.3203,<1H OCEAN,159200
-122.16,37.75,38,2457,624.0,1516,482,1.5625,NEAR BAY,91700
-117.35,34.09,14,5983,1224.0,3255,1150,2.5902,INLAND,111500
-121.34,38.01,17,2033,452.0,1114,446,3.2872,INLAND,175000
-117.96,34.06,34,2226,381.0,1464,365,4.4102,<1H OCEAN,183200
-121.36,38.58,25,3196,406.0,978,419,8.4699,INLAND,344000
-118.45,34.02,41,2956,700.0,1212,645,3.4583,<1H OCEAN,421900
-117.15,32.76,36,2644,674.0,1211,654,3.0445,NEAR OCEAN,214800
-120.87,37.64,40,1010,155.0,488,157,3.8984,INLAND,170500
-119.02,35.37,44,2687,620.0,1521,549,1.7213,INLAND,61600
-122.44,37.79,52,2083,491.0,1224,483,4.0882,NEAR BAY,468800
-118.31,34.06,24,1336,453.0,1268,426,2.8202,<1H OCEAN,500001
-122.14,37.7,17,1463,292.0,695,330,4.5859,NEAR BAY,187200
-122.48,37.73,52,1597,240.0,566,231,5.1681,NEAR OCEAN,500001
-118.04,33.93,35,1805,387.0,1505,366,4.1667,<1H OCEAN,151900
-117.95,33.86,35,2375,439.0,1343,424,4.53,<1H OCEAN,193500
-120.61,35.12,31,1486,345.0,823,322,2.6974,<1H OCEAN,165400
-118.33,34.02,45,1667,399.0,928,375,1.8783,<1H OCEAN,118200
-119.64,36.85,15,2397,353.0,1258,347,4.9904,INLAND,157300
-117.35,33.97,27,3960,886.0,2807,838,3.024,INLAND,122500
-122.12,37.42,36,2607,551.0,1165,523,5.1524,NEAR BAY,373100
-119.19,34.15,31,4175,1004.0,3310,954,3.1989,NEAR OCEAN,185400
-121.88,37.26,25,3025,689.0,1755,661,3.8893,<1H OCEAN,218600
-117.25,34.13,33,2898,503.0,1374,487,3.6856,INLAND,90000
-121.95,37.78,4,14652,2826.0,5613,2579,6.3942,<1H OCEAN,356700
-121.24,38.79,15,2615,485.0,1063,428,3.7904,INLAND,173200
-117.79,33.8,11,10535,1620.0,4409,1622,6.67,<1H OCEAN,283200
-118.18,34.04,36,1807,630.0,2118,669,1.55,<1H OCEAN,129000
-117.26,33.26,9,4609,798.0,2582,746,4.3429,<1H OCEAN,173900
-117.37,33.2,19,928,317.0,845,319,1.6318,NEAR OCEAN,187500
-117.69,34.1,17,3759,1035.0,1722,847,2.6074,INLAND,137500
-118.39,34.14,34,4624,781.0,1572,719,6.5533,<1H OCEAN,500001
-122.23,37.82,52,3494,396.0,1192,383,12.3804,NEAR BAY,500001
-121.94,37.54,31,2537,382.0,1067,410,6.7599,<1H OCEAN,356000
-118.37,33.88,27,1688,331.0,811,327,4.5357,<1H OCEAN,334200
-121.2,38.02,44,608,108.0,287,83,3.3882,INLAND,125000
-122.04,38.68,26,1113,222.0,689,234,3.0486,INLAND,83600
-121.97,37.54,28,2312,496.0,1344,467,4.7135,<1H OCEAN,203200
-122.22,37.79,37,2343,574.0,1608,523,2.1494,NEAR BAY,132500
-121.02,37.58,36,1285,270.0,706,273,1.7169,INLAND,121400
-122.25,37.87,52,1204,460.0,2016,477,0.949,NEAR BAY,350000
-119.6,36.66,27,1388,296.0,1056,284,1.6094,INLAND,55200
-117.33,34.08,35,2240,423.0,1394,396,3.1799,INLAND,86700
-118.35,34.22,30,1260,222.0,638,229,4.1302,<1H OCEAN,258300
-118.55,34.2,21,2549,651.0,1624,628,3.6905,<1H OCEAN,179800
-122.26,37.77,52,1210,168.0,411,172,3.3571,NEAR BAY,405400
-118.01,33.95,35,1755,322.0,774,290,5.0861,<1H OCEAN,296700
-121.81,37.24,21,3250,610.0,1978,568,4.5,<1H OCEAN,234400
-120.5,38.87,10,81,41.0,55,16,4.9583,INLAND,87500
-122.29,37.52,38,3767,603.0,1455,615,6.8787,NEAR OCEAN,386800
-117.87,34.09,31,1484,327.0,927,317,3.6484,<1H OCEAN,189600
-119.33,36.32,19,2778,431.0,1092,451,5.2561,INLAND,121300
-122.08,37.35,35,1347,207.0,548,189,7.7068,NEAR BAY,500001
-122.68,38.45,36,1686,303.0,744,304,4.0139,<1H OCEAN,163100
-122.24,37.82,52,1509,225.0,674,244,4.9306,NEAR BAY,313400
-119.28,35.52,36,786,194.0,573,134,2.2321,INLAND,37500
-121.31,38.01,22,2575,680.0,1367,645,1.4274,INLAND,90500
-117.66,33.57,16,4277,565.0,1642,549,8.0082,<1H OCEAN,286600
-122.04,37.34,20,4475,1048.0,2271,1021,4.8836,<1H OCEAN,396200
-122.27,37.8,52,249,78.0,396,85,1.2434,NEAR BAY,500001
-117.05,33.14,16,4552,1166.0,2737,1051,2.25,<1H OCEAN,136300
-117.62,33.43,24,1296,384.0,850,367,2.7545,NEAR OCEAN,231300
-119.51,34.39,32,1921,394.0,951,334,3.233,NEAR OCEAN,346000
-117.25,32.81,39,1846,350.0,765,329,3.9187,NEAR OCEAN,311900
-122.16,37.45,19,2207,810.0,1304,775,2.1406,NEAR BAY,402500
-116.95,33.74,18,1996,405.0,1270,400,2.7083,INLAND,91200
-117.13,32.75,31,2336,656.0,1186,609,2.5872,NEAR OCEAN,130600
-117.99,34.18,38,2981,432.0,1063,437,6.5254,INLAND,365000
-121.29,38.01,10,69,16.0,50,20,3.75,INLAND,120800
-118.08,34.58,12,3851,857.0,2169,811,3.0101,INLAND,116300
-118.47,34.03,32,3024,784.0,1323,740,3.3889,<1H OCEAN,347900
-115.52,32.77,18,1715,337.0,1166,333,2.2417,INLAND,79200
-122.47,37.73,52,2151,280.0,762,274,10.7309,NEAR OCEAN,500001
-117.25,34.11,32,2910,641.0,2011,614,2.7473,INLAND,70800
-118.31,33.79,38,1601,352.0,711,304,3.3958,<1H OCEAN,250000
-122.42,37.75,52,801,272.0,639,259,2.1971,NEAR BAY,275000
-118.75,34.27,26,966,191.0,690,191,5.1698,<1H OCEAN,188000
-120.35,37.95,13,2104,407.0,960,401,2.4,INLAND,177000
-117.79,33.69,16,3067,396.0,1275,372,8.7385,<1H OCEAN,340000
-121.32,36.42,20,1054,269.0,1219,273,3.0437,<1H OCEAN,76600
-117.42,34.13,4,11587,1796.0,5804,1705,4.8283,INLAND,141900
-118.37,34.17,42,1713,416.0,1349,427,3.2596,<1H OCEAN,191800
-122.22,37.79,46,2366,575.0,1647,527,2.6042,NEAR BAY,124700
-122.2,37.35,17,3095,442.0,1173,424,13.2986,NEAR BAY,500001
-121.83,37.25,17,2332,637.0,1636,623,3.1932,<1H OCEAN,123400
-118.48,34.02,30,2027,609.0,1425,562,2.2917,<1H OCEAN,330800
-117.95,34.09,21,2215,484.0,1792,419,2.8375,<1H OCEAN,166500
-118.32,33.96,47,1885,361.0,954,357,3.8512,<1H OCEAN,171300
-121.85,37.36,18,1525,485.0,1705,448,3.7198,<1H OCEAN,128600
-118.2,34.1,30,3643,1197.0,4336,1163,2.07,<1H OCEAN,154500
-122.31,37.54,49,1340,281.0,660,284,4.163,NEAR OCEAN,393800
-121.52,39.12,37,102,17.0,29,14,4.125,INLAND,72000
-121.04,37.78,32,2916,528.0,1466,473,2.5643,INLAND,200000
-118.31,33.96,43,2149,493.0,1316,462,1.528,<1H OCEAN,131800
-118.83,34.17,17,4668,628.0,1917,624,8.1397,<1H OCEAN,353900
-120.76,37.65,25,3214,682.0,2319,640,2.0385,INLAND,84300
-118.36,33.86,36,681,122.0,360,128,5.2799,<1H OCEAN,332600
-122.34,37.95,45,1128,240.0,702,270,3.6719,NEAR BAY,134100
-122.08,37.38,36,1199,198.0,485,199,5.0796,NEAR BAY,373400
-117.31,34.12,37,1412,343.0,1127,351,1.1667,INLAND,70900
-118.09,33.77,27,2301,640.0,847,627,1.7208,<1H OCEAN,67500
-116.97,32.78,35,1113,236.0,681,246,2.9784,<1H OCEAN,136400
-119.68,36.31,12,2739,535.0,1859,498,2.9936,INLAND,60600
-122.25,37.77,52,2650,566.0,1468,567,3.0161,NEAR BAY,215700
-117.27,32.98,17,1853,392.0,351,208,5.2742,NEAR OCEAN,230700
-117.28,33.85,16,3498,702.0,2372,672,2.3229,INLAND,118000
-118.3,33.74,23,3075,860.0,1584,806,2.9386,NEAR OCEAN,260500
-118.5,34.03,52,1711,245.0,671,242,7.7572,<1H OCEAN,500001
-117.8,34.02,23,3351,591.0,1535,522,5.0869,<1H OCEAN,230600
-120.41,34.86,15,978,187.0,407,182,4.375,<1H OCEAN,158000
-117.75,34.06,52,1171,318.0,1126,276,1.9762,INLAND,105800
-117.03,34.87,7,2245,407.0,1016,364,3.9464,INLAND,101500
-120.46,34.63,48,1408,301.0,682,279,2.9271,NEAR OCEAN,146600
-118.32,33.8,29,4317,1037.0,2102,959,3.1275,<1H OCEAN,286400
-118.36,33.85,36,1390,230.0,683,219,4.8906,<1H OCEAN,334400
-118.27,34.25,35,2091,360.0,879,326,4.4485,<1H OCEAN,261900
-118.39,34.21,14,2807,868.0,2729,803,2.6667,<1H OCEAN,172400
-118.28,34.16,49,1393,290.0,605,282,2.9491,<1H OCEAN,257400
-120.82,37.5,21,2974,495.0,1313,461,4.4886,INLAND,135400
-118.16,34.19,40,1840,358.0,1218,347,4.25,<1H OCEAN,177900
-122.08,37.87,24,6130,1359.0,1750,1286,2.9167,NEAR BAY,102700
-118.88,34.2,23,4862,597.0,1938,594,7.3409,<1H OCEAN,316000
-121.22,39.43,17,2254,485.0,1007,433,1.7,INLAND,92300
-122.39,37.73,43,4864,972.0,3134,959,4.3393,NEAR BAY,217300
-122.47,37.5,18,2297,416.0,1086,381,4.875,NEAR OCEAN,334600
-118.44,33.99,44,305,72.0,156,70,5.9641,<1H OCEAN,275000
-117.06,33.14,27,3819,674.0,2447,717,3.8185,<1H OCEAN,137200
-120.88,38.58,8,3417,604.0,1703,623,4.0827,INLAND,170700
-117.99,33.7,25,2017,357.0,1063,369,4.0345,<1H OCEAN,229400
-120.2,34.61,15,2958,690.0,1348,617,3.8582,NEAR OCEAN,215200
-117.22,33.66,12,1869,356.0,1007,323,3.125,<1H OCEAN,117200
-121.38,38.67,37,2176,460.0,1067,357,2.3958,INLAND,78400
-118.21,33.96,48,284,104.0,422,119,1.2826,<1H OCEAN,145500
-118.28,33.78,37,1212,304.0,1076,293,3.2115,<1H OCEAN,160100
-122.3,38.0,34,1712,317.0,956,341,4.4394,NEAR BAY,162000
-122.49,37.78,32,3028,815.0,1704,718,3.2028,NEAR BAY,322900
-121.35,38.04,5,4303,613.0,2206,621,5.5842,INLAND,159100
-118.04,34.11,37,1275,177.0,598,174,7.1885,INLAND,500001
-121.86,37.7,13,9621,1344.0,4389,1391,6.6827,INLAND,313700
-116.96,32.8,19,4574,1152.0,3045,1057,2.065,<1H OCEAN,124100
-118.04,33.81,27,2990,515.0,1849,497,5.6846,<1H OCEAN,216100
-120.07,39.24,20,3729,614.0,365,152,4.962,INLAND,169500
-118.48,35.61,17,4002,930.0,1614,731,1.6236,INLAND,67300
-117.67,34.1,19,2969,605.0,1326,573,4.3438,INLAND,155700
-116.96,34.83,30,1211,289.0,611,230,1.6667,INLAND,44700
-122.05,37.37,27,2687,768.0,1362,725,3.4028,<1H OCEAN,324200
-119.81,34.44,23,3172,588.0,1467,559,4.6806,NEAR OCEAN,288900
-117.67,33.55,6,3157,721.0,1695,710,3.7609,<1H OCEAN,222300
