season,mnth,weekday,weathersit,yr,hr,holiday,workingday,temp,atemp,hum,windspeed,cnt
summer,Sep,Thu,cloudy,2012,1,0,1,17.380000000000003,18.0032,68.0,16.997899999999998,12
spring,Jun,Tue,clear,2011,10,0,1,22.08,24.9992,41.0,22.0028,118
spring,Apr,Mon,cloudy,2012,3,0,0,7.98,5.997799999999998,81.0,8.9981,25
fall,Nov,Wed,clear,2012,10,0,1,6.1,3.0014000000000003,49.0,12.998,230
summer,Jun,Sat,clear,2012,20,0,1,35.24,42.9974,42.0,16.997899999999998,308
summer,Aug,Wed,clear,2011,22,0,1,28.660000000000004,30.001999999999995,46.0,19.9995,155
fall,Nov,Tue,clear,2011,16,0,1,18.320000000000004,18.9998,60.0,12.998,264
spring,Apr,Fri,cloudy,2012,5,0,1,14.56,15.0002,63.0,8.9981,17
summer,Aug,Thu,clear,2011,3,0,1,18.320000000000004,18.9998,78.0,0.0,6
winter,Jan,Thu,rain,2011,5,0,1,1.4000000000000004,-4.001200000000001,86.0,19.0012,1
fall,Dec,Sun,clear,2011,13,0,0,7.98,3.998000000000001,34.0,27.9993,286
winter,Feb,Wed,cloudy,2011,16,0,1,3.28,-0.0015999999999998,75.0,8.9981,64
summer,Aug,Sat,clear,2011,15,0,1,27.72,30.001999999999995,55.00000000000001,16.997899999999998,210
fall,Nov,Fri,clear,2012,4,1,0,2.34,-0.9982000000000006,80.0,8.9981,3
spring,May,Mon,clear,2011,1,0,0,16.44,17.0,94.0,8.9981,98
fall,Dec,Sun,clear,2011,5,0,0,4.220000000000001,1.0015999999999998,60.0,11.0014,6
spring,May,Tue,cloudy,2012,14,0,1,21.14,22.9994,73.0,16.997899999999998,171
spring,Mar,Fri,clear,2012,19,0,1,23.020000000000003,24.9992,61.0,0.0,586
summer,Jul,Tue,rain,2012,17,0,1,27.72,32.0018,66.0,39.0007,755
winter,Feb,Tue,clear,2012,14,0,1,10.8,11.000600000000002,35.0,11.0014,140
spring,May,Mon,cloudy,2011,2,0,0,16.44,17.0,100.0,8.9981,50
summer,Aug,Sat,clear,2012,2,0,1,24.9,28.002199999999995,74.0,11.0014,20
summer,Aug,Fri,clear,2012,12,0,1,28.660000000000004,28.9988,38.0,0.0,332
summer,Jul,Thu,clear,2012,19,0,1,27.72,28.002199999999995,33.0,8.9981,698
fall,Nov,Wed,cloudy,2012,0,0,1,7.040000000000001,5.997799999999998,66.0,6.0032,26
fall,Oct,Sat,cloudy,2012,6,0,1,16.44,17.0,88.0,6.0032,144
summer,Aug,Fri,clear,2012,0,0,1,22.08,22.9994,78.0,0.0,60
summer,Jul,Fri,clear,2011,11,0,1,31.48,38.0012,56.00000000000001,19.0012,154
summer,Jul,Sat,cloudy,2011,22,0,1,23.020000000000003,24.0026,78.0,12.998,169
winter,Feb,Thu,clear,2012,0,0,1,7.040000000000001,5.997799999999998,53.0,7.0015,32
winter,Feb,Mon,clear,2011,18,0,0,10.8,11.000600000000002,32.0,19.9995,95
fall,Nov,Thu,clear,2012,20,0,1,7.98,7.000999999999998,61.0,7.0015,136
fall,Dec,Sat,clear,2012,19,0,1,7.98,7.000999999999998,53.0,6.0032,319
fall,Sep,Wed,clear,2012,12,0,1,21.14,24.9992,43.0,19.0012,302
fall,Dec,Thu,clear,2012,21,0,1,7.98,3.998000000000001,46.0,27.9993,198
fall,Dec,Wed,clear,2012,1,0,1,11.739999999999998,11.997200000000005,71.0,30.0026,8
fall,Nov,Wed,rain,2011,16,0,1,12.68,13.0004,94.0,0.0,62
spring,May,Thu,cloudy,2012,6,0,1,20.2,22.0028,78.0,7.0015,144
fall,Sep,Sat,rain,2011,7,0,1,21.14,20.003,94.0,8.9981,254
spring,May,Mon,cloudy,2012,18,0,0,21.14,24.0026,61.0,12.998,463
summer,Sep,Sat,clear,2011,7,0,1,10.8,11.000600000000002,71.0,19.0012,299
spring,Mar,Mon,cloudy,2012,13,0,0,11.739999999999998,11.997200000000005,88.0,11.0014,367
summer,Aug,Fri,clear,2011,4,0,1,22.08,24.9992,56.99999999999999,11.0014,5
summer,Sep,Sat,clear,2012,11,0,1,27.72,30.9986,62.0,8.9981,296
spring,May,Wed,clear,2012,22,0,1,21.14,22.9994,73.0,6.0032,174
winter,Feb,Wed,clear,2011,23,0,1,-0.4799999999999995,-6.001,43.0,16.997899999999998,21
spring,Jun,Tue,clear,2012,18,0,1,22.08,24.9992,38.0,26.0027,822
winter,Feb,Wed,cloudy,2012,13,0,1,8.919999999999998,5.997799999999998,40.0,16.997899999999998,173
fall,Nov,Fri,clear,2012,7,0,1,1.4000000000000004,1.0015999999999998,64.0,0.0,362
summer,Jul,Sun,clear,2012,18,0,0,30.54,32.9984,43.0,19.0012,481
fall,Nov,Tue,clear,2011,22,0,1,19.26,20.003,56.00000000000001,23.9994,113
fall,Oct,Mon,clear,2011,10,0,0,17.380000000000003,18.0032,45.0,16.997899999999998,347
winter,Feb,Mon,clear,2012,8,0,0,1.4000000000000004,-2.9979999999999998,51.0,16.997899999999998,59
winter,Jan,Wed,clear,2012,12,0,1,7.98,5.997799999999998,87.0,11.0014,175
fall,Dec,Mon,clear,2011,8,0,0,1.4000000000000004,1.0015999999999998,69.0,0.0,32
winter,Feb,Thu,clear,2012,3,0,1,4.220000000000001,3.998000000000001,65.0,0.0,1
winter,Mar,Thu,clear,2012,3,0,1,6.1,1.9982000000000009,56.00000000000001,23.9994,3
fall,Oct,Tue,cloudy,2011,14,0,1,12.68,13.0004,47.0,15.0013,141
summer,Jul,Mon,clear,2011,4,0,0,23.020000000000003,24.9992,69.0,6.0032,5
winter,Feb,Thu,cloudy,2011,15,0,1,1.4000000000000004,-4.001200000000001,34.0,19.0012,64
spring,Apr,Sun,clear,2012,21,0,0,15.5,15.9968,20.0,12.998,234
spring,Mar,Mon,clear,2011,21,0,0,4.220000000000001,1.0015999999999998,41.0,11.0014,36
summer,Jul,Sat,clear,2012,20,0,1,28.660000000000004,32.9984,59.0,7.0015,354
spring,Jun,Fri,clear,2012,0,0,1,20.2,24.9992,53.0,19.9995,48
summer,Sep,Sat,clear,2011,8,0,1,21.14,22.9994,78.0,12.998,456
fall,Oct,Wed,clear,2011,13,0,1,18.320000000000004,18.9998,56.00000000000001,19.9995,173
fall,Sep,Sun,clear,2011,20,0,0,21.14,22.0028,83.0,0.0,243
spring,May,Sat,clear,2012,0,0,1,21.14,22.0028,83.0,8.9981,73
summer,Jul,Fri,clear,2012,2,0,1,23.020000000000003,24.9992,69.0,16.997899999999998,21
fall,Nov,Sat,clear,2011,2,0,1,3.28,-0.9982000000000006,44.0,15.0013,10
winter,Jan,Sat,cloudy,2012,12,0,1,1.4000000000000004,-4.001200000000001,34.0,22.0028,124
spring,May,Sat,clear,2011,7,0,1,15.5,15.9968,77.0,11.0014,319
fall,Oct,Fri,clear,2011,8,0,1,12.68,13.0004,62.0,11.0014,457
fall,Oct,Mon,clear,2011,4,0,0,12.68,13.0004,88.0,0.0,14
fall,Nov,Tue,clear,2011,22,0,1,8.919999999999998,7.9975999999999985,81.0,6.0032,108
fall,Dec,Tue,clear,2012,4,0,1,8.919999999999998,9.000800000000002,93.0,0.0,5
fall,Oct,Tue,cloudy,2012,19,1,0,10.8,11.000600000000002,71.0,16.997899999999998,371
winter,Feb,Thu,clear,2012,14,0,1,21.14,24.9992,33.0,15.0013,192
spring,May,Wed,clear,2012,17,0,1,25.84,28.002199999999995,54.0,0.0,785
fall,Nov,Mon,cloudy,2011,0,0,0,10.8,11.000600000000002,57.99999999999999,12.998,73
spring,Jun,Mon,clear,2012,5,0,0,21.14,24.0026,69.0,6.0032,13
spring,May,Thu,clear,2012,22,0,1,23.020000000000003,24.9992,69.0,7.0015,217
winter,Jan,Fri,clear,2011,11,0,1,2.34,1.0015999999999998,44.0,6.0032,59
fall,Nov,Fri,cloudy,2012,5,0,1,6.1,3.0014000000000003,42.0,15.0013,35
winter,Feb,Fri,cloudy,2011,18,0,1,7.98,3.998000000000001,87.0,22.0028,137
spring,Apr,Mon,cloudy,2011,6,0,0,8.919999999999998,7.9975999999999985,93.0,6.0032,4
spring,Apr,Sat,clear,2011,2,0,1,13.62,13.997,63.0,7.0015,10
winter,Dec,Sun,clear,2011,11,0,0,7.040000000000001,3.0014000000000003,39.0,23.9994,71
summer,Jul,Fri,clear,2011,23,0,1,22.08,24.0026,65.0,16.997899999999998,124
winter,Jan,Thu,clear,2012,9,0,1,3.28,-0.9982000000000006,70.0,16.997899999999998,236
winter,Feb,Fri,clear,2011,8,0,1,3.28,-0.9982000000000006,70.0,15.0013,252
fall,Sep,Mon,clear,2012,7,0,0,13.62,13.997,59.0,15.0013,57
winter,Jan,Wed,cloudy,2012,6,0,1,7.040000000000001,5.001199999999997,93.0,12.998,89
fall,Nov,Mon,clear,2012,20,0,0,3.28,3.0014000000000003,60.0,0.0,119
fall,Oct,Mon,clear,2011,11,0,0,13.62,13.997,72.0,11.0014,333
summer,Aug,Tue,clear,2011,16,0,1,32.42,34.998200000000004,39.0,19.0012,282
spring,May,Tue,rain,2012,1,0,1,19.26,20.003,88.0,23.9994,15
spring,Mar,Wed,clear,2012,23,0,1,8.919999999999998,7.000999999999998,37.0,12.998,64
summer,Jul,Sun,clear,2011,19,0,0,29.6,30.001999999999995,33.0,15.0013,305
winter,Feb,Thu,clear,2011,20,0,1,9.86,9.9974,43.0,12.998,118
fall,Sep,Sat,rain,2011,12,0,1,21.14,20.003,94.0,7.0015,29
fall,Oct,Mon,cloudy,2012,5,0,0,12.68,13.0004,54.0,8.9981,10
spring,Apr,Wed,cloudy,2012,0,0,1,12.68,13.0004,47.0,19.0012,26
winter,Jan,Fri,clear,2011,4,0,1,-1.419999999999999,-8.0008,50.0,16.997899999999998,4
winter,Jan,Thu,clear,2012,17,0,1,8.919999999999998,7.000999999999998,53.0,11.0014,470
winter,Feb,Tue,clear,2012,2,0,1,2.34,1.9982000000000009,75.0,0.0,3
summer,Sep,Sun,clear,2012,19,0,0,21.14,24.9992,41.0,11.0014,478
winter,Feb,Sun,clear,2011,23,0,0,2.34,-0.9982000000000006,51.0,8.9981,32
spring,Mar,Thu,clear,2012,16,0,1,19.26,20.003,73.0,0.0,378
spring,Jun,Sun,cloudy,2011,15,0,0,30.54,34.0016,46.0,8.9981,367
spring,Mar,Sun,clear,2011,14,0,0,7.98,5.001199999999997,29.0,15.0013,216
fall,Dec,Tue,clear,2012,21,0,1,12.68,13.0004,82.0,12.998,221
winter,Feb,Sun,clear,2011,6,0,0,2.34,1.9982000000000009,60.0,0.0,7
winter,Jan,Sun,clear,2011,1,0,0,2.34,-0.9982000000000006,64.0,12.998,20
fall,Oct,Thu,clear,2012,0,0,1,17.380000000000003,18.0032,73.0,6.0032,46
winter,Mar,Sat,clear,2011,7,0,1,10.8,11.000600000000002,66.0,12.998,123
winter,Mar,Fri,clear,2011,5,0,1,-1.419999999999999,-8.0008,33.0,19.9995,8
spring,Apr,Thu,clear,2011,16,0,1,17.380000000000003,18.0032,28.000000000000004,27.9993,169
summer,Aug,Sat,clear,2012,4,0,1,22.08,-0.0015999999999998,73.0,11.0014,9
winter,Feb,Sat,cloudy,2012,2,0,1,6.1,5.001199999999997,93.0,7.0015,12
winter,Feb,Tue,cloudy,2012,7,1,0,2.34,-2.9979999999999998,55.00000000000001,22.0028,44
spring,Jun,Fri,clear,2011,14,0,1,28.660000000000004,28.002199999999995,24.0,22.0028,185
winter,Mar,Wed,clear,2012,11,0,1,19.26,20.003,83.0,8.9981,230
winter,Mar,Thu,clear,2012,15,0,1,24.9,26.002399999999994,24.0,0.0,283
summer,Sep,Sun,cloudy,2011,10,0,0,15.5,15.9968,68.0,19.0012,249
spring,Apr,Fri,clear,2011,20,0,1,19.26,20.003,43.0,15.0013,269
summer,Sep,Thu,clear,2011,18,0,1,25.84,28.9988,62.0,11.0014,586
spring,May,Wed,cloudy,2011,8,0,1,16.44,17.0,94.0,19.9995,347
spring,May,Wed,cloudy,2011,22,0,1,17.380000000000003,18.0032,88.0,19.0012,98
winter,Feb,Mon,clear,2012,17,0,0,7.040000000000001,5.001199999999997,53.0,11.0014,306
summer,Sep,Sat,cloudy,2011,17,0,1,16.44,17.0,48.0,8.9981,566
fall,Oct,Wed,clear,2011,12,0,1,17.380000000000003,18.0032,39.0,23.9994,200
winter,Jan,Thu,rain,2011,6,0,1,1.4000000000000004,-4.001200000000001,86.0,19.0012,8
winter,Mar,Wed,clear,2012,19,0,1,19.26,20.003,73.0,8.9981,555
fall,Oct,Mon,cloudy,2011,22,0,0,16.44,17.0,94.0,0.0,152
fall,Oct,Sun,rain,2011,2,0,0,6.1,1.9982000000000009,87.0,19.9995,17
summer,Aug,Sun,clear,2012,7,0,0,22.08,22.0028,83.0,6.0032,62
fall,Nov,Mon,clear,2012,15,0,0,11.739999999999998,11.997200000000005,54.0,19.0012,407
fall,Sep,Sun,cloudy,2011,2,0,0,19.26,20.003,94.0,6.0032,68
winter,Feb,Sun,cloudy,2012,14,0,0,7.040000000000001,3.998000000000001,66.0,15.0013,276
spring,May,Sat,clear,2011,22,0,1,20.2,22.0028,78.0,8.9981,141
summer,Jul,Sun,clear,2012,2,0,0,27.72,32.9984,72.0,11.0014,58
spring,Apr,Fri,clear,2012,0,0,1,7.040000000000001,3.998000000000001,66.0,19.0012,23
summer,Sep,Fri,rain,2011,6,0,1,21.14,20.003,94.0,11.0014,56
summer,Aug,Thu,clear,2011,23,0,1,20.2,22.0028,78.0,7.0015,84
winter,Mar,Tue,cloudy,2012,11,0,1,4.220000000000001,1.9982000000000009,56.00000000000001,8.9981,103
spring,Apr,Mon,cloudy,2012,10,0,0,10.8,11.000600000000002,71.0,7.0015,360
winter,Jan,Thu,clear,2011,16,0,1,2.34,-2.9979999999999998,44.0,22.0028,68
winter,Jan,Sun,cloudy,2011,12,0,0,1.4000000000000004,-2.9979999999999998,59.0,12.998,78
spring,May,Sat,clear,2012,23,0,1,16.44,17.0,55.00000000000001,0.0,174
spring,May,Sat,rain,2011,7,0,1,15.5,15.9968,88.0,11.0014,157
spring,May,Mon,cloudy,2011,8,0,0,21.14,20.9996,88.0,15.0013,96
fall,Sep,Sat,cloudy,2011,12,0,1,22.08,24.9992,56.99999999999999,12.998,254
spring,May,Thu,clear,2011,12,0,1,26.78,28.9988,55.00000000000001,8.9981,210
fall,Oct,Thu,cloudy,2011,21,0,1,16.44,17.0,77.0,0.0,157
spring,Jun,Thu,clear,2012,17,0,1,25.84,26.998999999999995,32.0,32.9975,857
spring,May,Wed,clear,2012,4,0,1,23.020000000000003,24.0026,78.0,15.0013,5
winter,Dec,Sun,clear,2012,16,0,0,6.1,1.9982000000000009,39.0,30.0026,147
summer,Aug,Wed,clear,2011,21,0,1,21.14,24.9992,56.99999999999999,0.0,211
summer,Aug,Thu,clear,2012,13,0,1,29.6,32.9984,52.0,11.0014,280
winter,Mar,Thu,clear,2012,16,0,1,18.320000000000004,18.9998,37.0,27.9993,288
summer,Jul,Wed,clear,2011,10,0,1,27.72,30.001999999999995,52.0,7.0015,139
winter,Feb,Sat,clear,2012,10,0,1,5.160000000000002,1.0015999999999998,56.00000000000001,19.0012,129
fall,Oct,Wed,cloudy,2012,21,0,1,6.1,5.001199999999997,87.0,7.0015,64
spring,Apr,Sun,clear,2011,22,0,0,7.040000000000001,3.998000000000001,61.0,19.9995,55
fall,Dec,Thu,clear,2011,3,0,1,5.160000000000002,5.001199999999997,65.0,0.0,3
winter,Mar,Thu,clear,2012,10,0,1,8.919999999999998,5.997799999999998,50.0,19.9995,147
spring,May,Sat,cloudy,2012,5,0,1,21.14,20.9996,88.0,6.0032,30
fall,Dec,Sat,clear,2012,2,0,1,2.34,1.9982000000000009,69.0,0.0,9
spring,May,Thu,clear,2011,22,0,1,16.44,17.0,83.0,0.0,117
summer,Jul,Sat,clear,2012,2,0,1,27.72,30.9986,62.0,8.9981,17
spring,Jun,Mon,clear,2011,20,0,0,23.020000000000003,24.0026,83.0,11.0014,206
fall,Dec,Mon,clear,2011,9,0,0,2.34,-0.9982000000000006,64.0,11.0014,81
fall,Nov,Fri,clear,2012,0,0,1,8.919999999999998,7.9975999999999985,56.99999999999999,6.0032,60
summer,Aug,Fri,clear,2012,21,0,1,24.9,26.998999999999995,61.0,8.9981,329
spring,Apr,Sun,cloudy,2011,19,0,0,9.86,9.9974,82.0,8.9981,130
summer,Jul,Sat,clear,2011,13,0,1,24.9,26.998999999999995,54.0,12.998,247
winter,Jan,Sun,cloudy,2011,13,0,0,13.62,13.997,72.0,19.9995,94
winter,Mar,Tue,clear,2011,3,0,1,4.220000000000001,1.9982000000000009,65.0,8.9981,3
spring,Jun,Mon,clear,2012,1,0,0,18.320000000000004,18.9998,60.0,11.0014,88
summer,Aug,Sat,clear,2012,8,0,1,23.96,-0.0015999999999998,65.0,8.9981,668
winter,Mar,Wed,clear,2011,22,0,1,6.1,3.0014000000000003,49.0,15.0013,55
spring,Apr,Thu,cloudy,2011,11,0,1,11.739999999999998,11.997200000000005,82.0,12.998,61
summer,Jul,Mon,clear,2011,14,0,0,29.6,32.9984,49.0,23.9994,430
spring,Apr,Thu,cloudy,2012,17,0,1,11.739999999999998,11.997200000000005,77.0,12.998,488
spring,May,Tue,clear,2012,10,1,0,24.9,26.998999999999995,61.0,0.0,364
fall,Sep,Sun,clear,2012,9,0,0,15.5,15.9968,63.0,12.998,332
winter,Mar,Tue,cloudy,2012,23,0,1,18.320000000000004,18.9998,78.0,8.9981,54
winter,Jan,Tue,cloudy,2011,2,1,0,0.4599999999999991,-4.997800000000002,43.0,16.997899999999998,8
fall,Oct,Fri,cloudy,2012,4,0,1,16.44,17.0,88.0,7.0015,5
fall,Oct,Mon,cloudy,2011,11,0,0,9.86,9.9974,66.0,16.997899999999998,292
winter,Jan,Tue,clear,2011,0,0,1,-5.18,-12.0004,41.0,12.998,7
winter,Jan,Sun,cloudy,2012,9,0,0,-0.4799999999999995,-6.001,93.0,16.997899999999998,42
spring,May,Wed,clear,2012,22,0,1,22.08,24.0026,65.0,0.0,211
summer,Aug,Wed,cloudy,2012,19,0,1,27.72,32.0018,66.0,7.0015,610
summer,Jun,Fri,clear,2012,2,0,1,25.84,30.001999999999995,79.0,7.0015,18
fall,Oct,Thu,cloudy,2011,22,0,1,19.26,20.003,94.0,23.9994,107
winter,Mar,Mon,clear,2012,22,0,0,10.8,11.000600000000002,54.0,12.998,94
spring,Jun,Sat,clear,2011,13,0,1,23.96,24.9992,26.0,16.997899999999998,248
fall,Nov,Thu,clear,2012,3,0,1,5.160000000000002,3.0014000000000003,87.0,7.0015,2
spring,Apr,Fri,clear,2012,23,0,1,11.739999999999998,11.997200000000005,35.0,12.998,94
fall,Dec,Fri,clear,2011,0,0,1,5.160000000000002,1.0015999999999998,52.0,22.0028,20
spring,May,Mon,clear,2011,4,0,0,11.739999999999998,11.997200000000005,82.0,0.0,10
summer,Aug,Mon,clear,2012,9,0,0,23.96,26.002399999999994,79.0,16.997899999999998,263
spring,May,Sun,clear,2012,12,0,0,22.08,24.9992,36.0,11.0014,559
winter,Jan,Tue,clear,2011,5,0,1,-7.06,-12.0004,48.0,8.9981,5
fall,Oct,Thu,clear,2012,1,0,1,9.86,9.9974,76.0,0.0,17
spring,Jun,Thu,clear,2011,16,0,1,35.24,42.0008,40.0,15.0013,233
summer,Jul,Thu,clear,2012,0,0,1,25.84,28.002199999999995,57.99999999999999,19.9995,66
summer,Jul,Fri,cloudy,2011,2,0,1,26.78,32.0018,84.0,15.0013,6
winter,Feb,Sun,clear,2012,3,0,0,3.28,3.0014000000000003,75.0,0.0,18
spring,Jun,Sat,clear,2012,22,0,1,23.96,26.002399999999994,41.0,7.0015,291
winter,Mar,Fri,clear,2011,9,0,1,-0.4799999999999995,-6.9976,37.0,19.0012,145
summer,Jul,Tue,clear,2012,15,0,1,31.48,32.9984,36.0,12.998,234
spring,May,Tue,clear,2012,14,1,0,29.6,36.001400000000004,63.0,19.0012,465
spring,Jun,Thu,cloudy,2012,11,0,1,23.020000000000003,24.9992,54.0,30.0026,246
winter,Feb,Mon,clear,2012,6,0,0,2.34,-2.9979999999999998,44.0,22.0028,2
spring,Apr,Mon,clear,2012,16,0,0,25.84,26.998999999999995,39.0,23.9994,616
winter,Feb,Sun,rain,2012,8,0,0,2.34,-0.9982000000000006,93.0,8.9981,78
spring,Mar,Thu,clear,2012,17,0,1,20.2,22.9994,69.0,6.0032,729
winter,Dec,Fri,clear,2012,8,0,1,4.220000000000001,-0.9982000000000006,65.0,23.9994,208
spring,May,Mon,clear,2012,8,0,0,18.320000000000004,18.9998,56.00000000000001,11.0014,171
summer,Aug,Sun,rain,2011,13,0,0,23.020000000000003,24.0026,83.0,26.0027,43
fall,Sep,Mon,clear,2012,14,0,0,21.14,24.9992,41.0,16.997899999999998,612
fall,Oct,Sat,clear,2012,1,0,1,10.8,11.000600000000002,66.0,6.0032,37
winter,Feb,Sun,cloudy,2012,7,0,0,3.28,-0.0015999999999998,87.0,8.9981,28
fall,Oct,Fri,clear,2011,1,0,1,14.56,15.0002,63.0,12.998,22
summer,Jul,Wed,clear,2011,21,0,1,26.78,30.9986,74.0,8.9981,241
fall,Oct,Thu,cloudy,2012,23,0,1,23.020000000000003,24.0026,78.0,0.0,220
winter,Mar,Fri,clear,2011,0,0,1,9.86,9.9974,66.0,16.997899999999998,23
winter,Dec,Mon,clear,2012,14,0,0,7.98,3.998000000000001,31.0,19.9995,175
winter,Feb,Sun,clear,2011,10,0,0,2.34,-2.0013999999999985,41.0,16.997899999999998,84
fall,Oct,Tue,cloudy,2011,17,1,0,23.020000000000003,24.9992,54.0,7.0015,459
spring,May,Sun,clear,2011,19,0,0,24.9,26.998999999999995,65.0,12.998,252
winter,Feb,Fri,clear,2012,2,0,1,2.34,-0.9982000000000006,80.0,8.9981,2
spring,Apr,Sun,clear,2012,7,0,0,7.040000000000001,3.998000000000001,33.0,19.0012,54
summer,Jun,Sat,clear,2012,16,0,1,34.300000000000004,36.998000000000005,31.0,15.0013,380
fall,Nov,Fri,cloudy,2012,23,0,1,7.040000000000001,5.001199999999997,61.0,11.0014,125
winter,Dec,Fri,clear,2011,22,0,1,5.160000000000002,3.0014000000000003,65.0,8.9981,55
spring,Apr,Sat,cloudy,2011,4,0,1,3.28,-0.9982000000000006,93.0,16.997899999999998,3
winter,Feb,Sun,clear,2011,11,0,0,6.1,1.9982000000000009,28.000000000000004,22.0028,114
winter,Mar,Mon,clear,2012,19,0,0,6.1,1.0015999999999998,36.0,32.9975,132
winter,Jan,Sat,clear,2011,21,0,1,0.4599999999999991,-2.9979999999999998,47.0,8.9981,39
summer,Aug,Tue,clear,2012,1,0,1,23.020000000000003,24.9992,65.0,6.0032,14
fall,Oct,Tue,cloudy,2011,12,0,1,16.44,17.0,68.0,7.0015,220
spring,May,Thu,cloudy,2012,13,0,1,23.020000000000003,24.9992,74.0,11.0014,270
summer,Jul,Sat,clear,2012,16,0,1,31.48,34.998200000000004,47.0,15.0013,499
winter,Jan,Fri,clear,2012,20,0,1,4.220000000000001,-2.0013999999999985,52.0,30.0026,191
winter,Jan,Mon,clear,2011,4,0,0,4.220000000000001,1.0015999999999998,56.00000000000001,11.0014,1
summer,Jul,Mon,cloudy,2012,11,0,0,23.020000000000003,24.9992,74.0,0.0,505
summer,Sep,Fri,clear,2011,20,0,1,13.62,13.997,63.0,22.0028,248
summer,Sep,Fri,cloudy,2011,10,0,1,22.08,22.0028,89.0,15.0013,120
spring,Jun,Wed,clear,2012,17,0,1,29.6,34.0016,55.00000000000001,12.998,811
spring,Jun,Sun,clear,2012,15,0,0,22.08,24.9992,38.0,16.997899999999998,702
winter,Jan,Sat,clear,2012,15,0,1,4.220000000000001,-2.0013999999999985,33.0,39.0007,138
summer,Aug,Mon,clear,2012,14,0,0,27.72,28.9988,40.0,12.998,579
spring,Apr,Mon,clear,2012,8,0,0,16.44,17.0,59.0,0.0,97
winter,Jan,Sat,rain,2012,8,0,1,15.5,15.9968,88.0,19.0012,220
spring,May,Sat,clear,2011,14,0,1,20.2,24.9992,40.0,30.0026,213
winter,Dec,Tue,clear,2011,0,1,0,2.34,-0.9982000000000006,75.0,11.0014,11
summer,Jul,Mon,clear,2011,10,0,0,26.78,28.9988,60.0,15.0013,304
winter,Jan,Mon,cloudy,2011,21,0,0,3.28,-0.0015999999999998,70.0,11.0014,28
fall,Oct,Thu,cloudy,2011,16,0,1,16.44,17.0,77.0,6.0032,213
winter,Mar,Tue,clear,2012,7,0,1,0.4599999999999991,-2.9979999999999998,59.0,8.9981,260
spring,Jun,Tue,clear,2011,15,0,1,29.6,30.001999999999995,29.0,12.998,165
fall,Dec,Mon,clear,2011,3,0,0,5.160000000000002,5.001199999999997,75.0,0.0,41
winter,Jan,Sat,clear,2011,6,0,1,-3.3,-4.001200000000001,54.0,0.0,17
winter,Mar,Tue,clear,2012,18,0,1,22.08,24.9992,56.99999999999999,16.997899999999998,801
summer,Jul,Sun,clear,2011,12,0,0,35.24,40.997600000000006,37.0,7.0015,235
spring,Apr,Thu,rain,2011,2,0,1,10.8,11.000600000000002,100.0,19.9995,2
spring,May,Wed,clear,2012,19,0,1,23.020000000000003,24.9992,69.0,11.0014,512
spring,May,Mon,clear,2012,1,0,0,18.320000000000004,18.9998,52.0,0.0,130
spring,Mar,Sun,clear,2011,2,0,0,2.34,-2.0013999999999985,44.0,15.0013,25
fall,Dec,Fri,clear,2012,1,0,1,7.040000000000001,7.000999999999998,66.0,0.0,20
spring,May,Sat,clear,2011,17,0,1,26.78,28.9988,57.99999999999999,26.0027,491
winter,Jan,Sat,clear,2012,10,0,1,3.28,-2.9979999999999998,44.0,30.0026,103
spring,Jun,Mon,cloudy,2011,12,0,0,22.08,24.0026,69.0,7.0015,335
fall,Oct,Sun,clear,2012,7,0,0,6.1,3.998000000000001,61.0,11.0014,70
fall,Nov,Thu,clear,2012,13,0,1,8.919999999999998,5.997799999999998,43.0,16.997899999999998,214
winter,Feb,Sat,clear,2011,22,0,1,4.220000000000001,-2.0013999999999985,48.0,30.0026,50
summer,Jul,Fri,cloudy,2012,9,0,1,25.84,28.9988,70.0,8.9981,344
winter,Mar,Fri,rain,2011,11,0,1,10.8,11.000600000000002,0.0,16.997899999999998,11
spring,Apr,Sun,cloudy,2012,17,0,0,21.14,24.9992,33.0,16.997899999999998,560
spring,May,Sat,clear,2012,8,0,1,13.62,13.997,44.0,16.997899999999998,620
winter,Mar,Mon,clear,2012,9,0,0,4.220000000000001,1.0015999999999998,60.0,15.0013,90
fall,Oct,Tue,clear,2011,18,0,1,10.8,11.000600000000002,66.0,6.0032,422
fall,Oct,Sun,clear,2012,18,0,0,16.44,17.0,48.0,27.9993,495
fall,Oct,Sat,clear,2012,6,0,1,16.44,17.0,83.0,0.0,137
summer,Jul,Thu,clear,2012,15,0,1,29.6,30.9986,41.0,16.997899999999998,276
summer,Jun,Sun,clear,2011,3,0,0,22.08,24.9992,56.99999999999999,12.998,39
summer,Jul,Sun,cloudy,2012,14,0,0,37.12,40.997600000000006,30.0,8.9981,308
fall,Nov,Wed,rain,2011,11,0,1,15.5,15.9968,88.0,19.9995,11
summer,Jul,Fri,clear,2011,6,0,1,24.9,26.998999999999995,70.0,6.0032,116
fall,Nov,Sun,clear,2011,13,0,0,10.8,11.000600000000002,37.0,7.0015,355
winter,Jan,Mon,clear,2011,13,0,0,-1.419999999999999,-8.997399999999999,33.0,26.0027,87
winter,Feb,Thu,cloudy,2011,18,0,1,0.4599999999999991,-4.997800000000002,47.0,19.9995,170
winter,Dec,Sat,clear,2011,4,0,1,3.28,1.0015999999999998,70.0,6.0032,2
winter,Jan,Sun,cloudy,2011,21,0,0,10.8,11.000600000000002,87.0,12.998,34
